,lead_actor
1267,Dove Cameron
1268,Channing Tatum
1269,Mary Costa
1270,Jamie Foxx
1271,Sullivan Stapleton
1272,Ben Barnes
1273,Catherine Hicks
1274,Aoi Koga
1275,Xolo Mariduena
1276,Michael Jai White
1277,Lindsay Lohan
1278,Florence Pugh
1279,Mahiro Takasugi
1280,Benicio del Toro
1281,Zoe Saldaña
1282,Jen Lilley
1283,Michael B. Jordan
1284,Toshio Furukawa
1285,Taishi Nakagawa
1286,Kate Beckinsale
1287,Yui Ishikawa
1288,Stan Shaw
1289,Sylvester Stallone
1290,Phil Harris
1291,Indira Varma
1292,Dove Cameron
1293,Esra Bilgiç
1294,Agathe Rousselle
1295,Tilda Swinton
1296,Ralph Fiennes
1297,Yoo Ni
1298,Mae Whitman
1299,Tom Hanks
1300,Kelly Sheridan
1301,Will Ferrell
1302,Gerard Butler
1303,Michael Rooker
1304,Nejat İşler
1305,Sophie Turner
1306,Clint Eastwood
1307,Elizabeth Mitchell
1308,Diana Bovio
1309,Robert Knepper
1310,Aoi Koga
1311,Omar Sy
1312,Mark Wahlberg
1313,Alex Pettyfer
1314,Berant Zhu
1315,Ray Liotta
1316,Ewan McGregor
1317,Isabella Castillo
1318,Lee Soo
1319,James Jagger
1320,Nicola Wright
1321,Jarrid Geduld
1322,Shinichi Tsutsumi
1323,Hitomi Kozue
1324,Brendan Fraser
1325,Anna Kendrick
1326,Linda Hamilton
1327,Tony Jaa
1328,Finn Jones
1329,Jeremy Renner
1330,Tom Cruise
1331,Gerard Butler
1332,Malin Åkerman
1333,Santiago Segura
1334,Jim Parsons
1335,Jim Parsons
1336,Jim Parsons
1337,Tom Kenny
1338,Benedict Cumberbatch
1339,Harrison Ford
1340,Jeff Bridges
1341,Shawn Wayans
1342,Al Pacino
1343,Sigourney Weaver
1344,Yoo Jung
1345,Diane Keaton
1346,Toni Collette
1347,Sterling Holloway
1348,Lâm Thanh Mỹ
1349,Álvaro Guerrero
1350,Saoirse Ronan
1351,Saoirse Ronan
1352,Dwayne Johnson
1353,Arie Thompson
1354,Brian Cox
1355,Richard Burton
1356,James McAvoy
1357,Masako Nozawa
1358,Lee Eun-mi
1359,Milla Jovovich
1360,Diego Luna
1361,Mark Rylance
1362,Cameron Diaz
1363,Ben Affleck
1364,Keir Dullea
1365,Tracy Melchior
1366,Noriko Hidaka
1367,Tom Vera
1368,Rica Matsumoto
1369,Chloe Brooks
1370,Tina Fey
1371,Jim Carrey
1372,Jay Baruchel
1373,Damian Chapa
1374,Gerard Butler
1375,Liam Neeson
1376,Cen Ming
1377,Matt Damon
1378,Sarah Snook
1379,Mandy Moore
1380,Sylvester Stallone
1381,Diane Keaton
1382,Josh Brener
1383,Sarah Jessica Parker
1384,Sarah Butler
1385,Aaron Taylor-Johnson
1386,Aaron Taylor-Johnson
1387,Shin Yeon-woo
1388,Nicolas Cage
1389,Naomi Watts
1390,Franck Gastambide
1391,Tom Cruise
1392,Steven Pasquale
1393,Muriel Montossé
1394,Brad Pitt
1395,Dieter Laser
1396,Jonathan Majors
1397,Kate Beckinsale
1398,Tom Cruise
1399,Mandy Moore
1400,Will Ferrell
1401,Bruno Bichir
1402,Tom Cruise
1403,Sadie Sink
1404,Alex Rendall
1405,Adam Sandler
1406,Kazuya Nakai
1407,Camille Rowe
1408,Gang Dong-won
1409,Naomi Ackie
1410,Taylor Kitsch
1411,Bradley Cooper
1412,Elsa Pataky
1413,Alex Roe
1414,Kristine Kujath Thorp
1415,Isak Férriz
1416,Christian Bale
1417,Alessandro Borghi
1418,Neel Sethi
1419,Neel Sethi
1420,Nicholas D'Agosto
1421,Lucy Ameh
1422,Lola Raie
1423,Justin Timberlake
1424,Elyse Levesque
1425,Jason Momoa
1426,Gene Wilder
1427,YaYa Gosselin
1428,Joaquín Cosío
1429,Kenneth Branagh
1430,Junko Takeuchi
1431,Michael Angarano
1432,Aura Garrido
1433,Ellie Kemper
1434,Skyler Davenport
1435,Michael J. Fox
1436,Blake Lively
1437,Donald Sutherland
1438,Joey King
1439,Aaron Paul
1440,Megumi Ogata
1441,Sophie Turner
1442,Bruce Willis
1443,Taylor Russell
1444,Harrison Ford
1445,Madison Pettis
1446,Lin-Manuel Miranda
1447,Alexander Lincoln
1448,Annabelle Wallis
1449,Drew Fuller
1450,Kev Adams
1451,Adam Sandler
1452,Malcolm McDowell
1453,Alyssa Milano
1454,Drew Waters
1455,Harrison Ford
1456,Angourie Rice
1457,Kiana Madeira
1458,Devon Sawa
1459,Paul Mescal
1460,Julia Cheng Yim-Lai
1461,Jennifer Lopez
1462,John Cena
1463,Leonardo DiCaprio
1464,Stephen Chow
1465,Tianxiang Yang
1466,Ben Whishaw
1467,Tao Tsuchiya
1468,Ming-Na Wen
1469,Chloë Grace Moretz
1470,Domhnall Gleeson
1471,Joseph Gordon-Levitt
1472,Ryan Reynolds
1473,Natsuki Hanae
1474,Tikhon Zhiznevsky
1475,Sandra Bullock
1476,J. Michael Finley
1477,Tom Hardy
1478,Tom Hardy
1479,Ethan Hawke
1480,Patrick Wilson
1481,Cuba Gooding Jr.
1482,Jennifer Tilly
1483,Noriko Kijima
1484,Freddie Highmore
1485,Tommy Lee Jones
1486,Jessica Biel
1487,Jessica Biel
1488,Ilse Salas
1489,Haruka Tomatsu
1490,Bruce Willis
1491,Nathan Stevens
1492,Joel Edgerton
1493,Chris Pratt
1494,Jin Joo
1495,Brendan Fraser
1496,Peter O'Toole
1497,Vin Diesel
1498,Denzel Washington
1499,America Young
1500,Shugo Nakamura
1501,Megan Fox
1502,Bruce Willis
1503,Abigail Cowen
1504,Kate Beckinsale
1505,Irene Bedard
1506,Richard Gere
1507,Gary Dourdan
1508,Gaia Weiss
1509,Mai Kadowaki
1510,Queen Latifah
1511,Steve Carell
1512,Jake Gyllenhaal
1513,Laurence R. Harvey
1514,Elijah Wood
1515,Justin Hartley
1516,Amy Adams
1517,Shane van Dyke
1518,Joseph Gordon-Levitt
1519,Woody Harrelson
1520,Kurt Russell
1521,Danny Glover
1522,Patton Oswalt
1523,Mike Myers
1524,Chris Rock
1525,Rami Malek
1526,Matthew McConaughey
1527,Tony Shalhoub
1528,Andy Lau
1529,Yuu Asakawa
1530,François Civil
1531,Abbie Cornish
1532,Jim Carrey
1533,Youji Matsuda
1534,Woody Harrelson
1535,Nicolas Cage
1536,Aaron Stanford
1537,Harrison Ford
1538,Jang Hyuk
1539,Matthew Mercer
1540,Ice Cube
1541,C. Thomas Howell
1542,Noomi Rapace
1543,Lily Collins
1544,Johnny Depp
1545,Addison Rae
1546,Harrison Ford
1547,Albert Brooks
1548,Hayden Christensen
1549,Sam Worthington
1550,Ricardo Darín
1551,Cate Blanchett
1552,Liam Neeson
1553,Henry Zaga
1554,Jack Cullison
1555,Sylvester Stallone
1556,Nicola Wright
1557,Matthew Lillard
1558,Christopher Lloyd
1559,Mel Gibson
1560,Shin Yeon-woo
1561,nan
1562,Nicolas Cage
1563,Kristen Wiig
1564,Kristen Wiig
1565,Kate Nash
1566,Will Smith
1567,Ashton Kutcher
1568,Hugh Jackman
1569,Paco León
1570,Christian Bale
1571,Deems Taylor
1572,Rica Matsumoto
1573,Raúl Juliá
1574,Raúl Juliá
1575,Shailene Woodley
1576,John Krasinski
1577,Kate Bosworth
1578,Devon Sawa
1579,Channing Tatum
1580,Zac Efron
1581,Petrônio Gontijo
1582,Zach Braff
1583,Nora Salinas
1584,Kirk Douglas
1585,Na Young
1586,Gerard Butler
1587,Kim Seo-hyung
1588,Nathalia Ramos
1589,Eric Edelstein
1590,Thom Hallum
1591,Takeru Satoh
1592,Dwayne Johnson
1593,Ben Affleck
1594,Adrien Brody
1595,Marg Helgenberger
1596,Brianne Tju
1597,Mario Casas
1598,Elisabeth Shue
1599,Malin Åkerman
1600,Fiona Palomo
1601,Jake Gyllenhaal
1602,Roy Scheider
1603,Michael Jai White
1604,Taapsee Pannu
1605,Déborah Révy
1606,Jean-Claude Van Damme
1607,Nicolas Cage
1608,Mamoru Miyano
1609,Shailene Woodley
1610,A.J. Cook
1611,Tony Jaa
1612,Kelly Sheridan
1613,Jack Black
1614,Kerri Medders
1615,Tom Cruise
1616,Roman Griffin Davis
1617,Dirk Petrick
1618,Miren Ibarguren
1619,Ken Bevel
1620,Robert De Niro
1621,Chloë Grace Moretz
1622,Zac Efron
1623,Johnny Sachon
1624,Hugh Laurie
1625,Izabela Rose
1626,Isabelle Huppert
1627,Will Ferrell
1628,Liam Neeson
1629,Sebastian Cabot
1630,Patrick Wilson
1631,Woody Harrelson
1632,Mayumi Tanaka
1633,John Travolta
1634,Demi Banwo
1635,Elisha Cuthbert
1636,Elisha Cuthbert
1637,Arnold Schwarzenegger
1638,Juliette Binoche
1639,Ryan Gosling
1640,Amir Ben Abdelmoumen
1641,Bruce Willis
1642,Lin Shaye
1643,Tom Holland
1644,Shah Rukh Khan
1645,Saoirse Ronan
1646,Zhang Lei
1647,Hugh Jackman
1648,Eric Bauza
1649,Adam Sandler
1650,Benedict Cumberbatch
1651,Qu Chuxiao
1652,Anthony Quinn
1653,Katie Featherston
1654,Teagan Croft
1655,Rob Finne
1656,Keisha Castle-Hughes
1657,Liam Hemsworth
1658,Son Deok-Gi
1659,Seth Rogen
1660,Mae Whitman
1661,Keri Russell
1662,Cillian Murphy
1663,Taylor Russell
1664,Leah Lewis
1665,Zach Callison
1666,Art Parkinson
1667,Leonardo DiCaprio
1668,Shailene Woodley
1669,Ben Kingsley
1670,Diane Kruger
1671,Carly Pope
1672,Eleanor Tomlinson
1673,Simon Pegg
1674,Will Smith
1675,Jeff Bridges
1676,Patrick Dempsey
1677,David Jonsson
1678,Keanu Reeves
1679,Thabo Rametsi
1680,Chloë Grace Moretz
1681,Sylvester Stallone
1682,Eugenio Derbez
1683,Poppy Drayton
1684,Yoo Ah-in
1685,Makoto Furukawa
1686,Mel Gibson
1687,Tae Joo
1688,Kristen Connolly
1689,Mitsuo Iwata
1690,Tom Hiddleston
1691,Milo Manheim
1692,Sarah Polley
1693,Sarah Polley
1694,Gerard Butler
1695,Kobe Bryant
1696,Angelina Jolie
1697,Ben Affleck
1698,Valèria Sorolla
1699,Honoka Matsumoto
1700,Tad Hilgenbrink
1701,Daniel Craig
1702,Daniel Craig
1703,Jason Lee
1704,Robbie Banfitch
1705,Sylvester Stallone
1706,Dane DeHaan
1707,Dove Cameron
1708,Jonathan Rhys Meyers
1709,Mark Rylance
1710,Flora Ofelia Hofmann Lindahl
1711,Marilyn Monroe
1712,George Clooney
1713,Robin Williams
1714,Jake Johnson
1715,Sharlto Copley
1716,Elle Fanning
1717,Aaron Taylor-Johnson
1718,Suraj Sharma
1719,Ryan Kwanten
1720,Junko Mabuki
1721,Jason Statham
1722,Olivia Colman
1723,Marlon Wayans
1724,Florence Pugh
1725,Masakazu Morita
1726,Sae Bom
1727,María Valverde
1728,Tom Hanks
1729,Masako Nozawa
1730,Zhang Yishan
1731,Andrés García
1732,Chris Evans
1733,Maika Monroe
1734,Lena Headey
1735,Alexander Skarsgård
1736,Mark Wahlberg
1737,Mark Wahlberg
1738,Timothy V. Murphy
1739,Brigitte Lahaie
1740,Makoto Furukawa
1741,Charine Chan
1742,Chanel Preston
1743,Trey Parker
1744,Ichikawa Somegorō VIII
1745,Kevin Dillon
1746,Ben Schwartz
1747,Charlie Adler
1748,Angus MacLane
1749,Mia Goth
1750,Winslow Fegley
1751,Ava Preston
1752,nan
1753,Brad Pitt
1754,Jean Reno
1755,Bill Hader
1756,Perdita Weeks
1757,Emilia Maier
1758,Paula Castaño
1759,Eddie Redmayne
1760,Will Smith
1761,Kelly Sheridan
1762,Kent Cheng
1763,Edwige Fenech
1764,Riele Downs
1765,Mitchel Musso
1766,Bruce Campbell
1767,Raffiella Chapman
1768,Megan Fox
1769,Masako Nozawa
1770,Lorenza Izzo
1771,Jason Sudeikis
1772,Pete Davidson
1773,Sarah Butler
1774,Bill Hader
1775,Masako Nozawa
1776,Jun Miho
1777,Bruce Willis
1778,Halina Reijn
1779,Emile Hirsch
1780,Siiri Solalinna
1781,Jennifer Hale
1782,Wesley Snipes
1783,Ben Stiller
1784,Timothy Omundson
1785,Nikolaj Coster-Waldau
1786,Dane DeHaan
1787,Martin Lawrence
1788,Chris Evans
1789,Miguel Herrán
1790,Dennis To Yue-Hong
1791,Bobby Soto
1792,Drew Barrymore
1793,Johnny Messner
1794,Atsushi Abe
1795,Verónica Castro
1796,Cara Buono
1797,Mary Elizabeth Winstead
1798,Alexander Petrov
1799,Yoshitsugu Matsuoka
1800,Yami Gautam
1801,Emmanuelle Vaugier
1802,Tom Cruise
1803,Diego Peretti
1804,Morjana Alaoui
1805,Narilya Gulmongkolpech
1806,Chris Pine
1807,Pio Marmaï
1808,Gina Rodriguez
1809,Kristen Bell
1810,Will Smith
1811,Ramiro Blas
1812,Keyros Guillén
1813,Jerry Seinfeld
1814,Manal Issa
1815,Sandra Oh
1816,Will Smith
1817,Belén Fabra
1818,Ryan Masson
1819,Emily Browning
1820,Alice Ozawa
1821,Christopher Gorham
1822,Sylvester Stallone
1823,Tom Cruise
1824,Ingrid García Jonsson
1825,Brad Pitt
1826,Robbie Coltrane
1827,Kelly Sheridan
1828,nan
1829,Yoo Jung
1830,Katarina Vasilissa
1831,Viggo Mortensen
1832,Ryan Phillippe
1833,Minami Takayama
1834,Toru Furuya
1835,Kiefer Sutherland
1836,Tobin Bell
1837,Justin Chambers
1838,Patrick Seitz
1839,Miles Sloman
1840,Jason Statham
1841,Matías Desiderio
1842,Daniel Hansen
1843,Johnny Depp
1844,Keanu Reeves
1845,Melika Foroutan
1846,Kevin Dillon
1847,Meg Ryan
1848,America Young
1849,Liam Neeson
1850,Liz Dieppa
1851,Jim Carrey
1852,Zachary Levi
1853,Sean Faris
1854,Pierce Brosnan
1855,Akshay Kumar
1856,Jim Parsons
1857,Mel Gibson
1858,Toru Furuya
1859,Gerard Butler
1860,Scarlett Johansson
1861,Sylvester Stallone
1862,Gong Yoo
1863,Mónica del Carmen
1864,Hugh Jackman
1865,Brady Noon
1866,Alexandra Daddario
1867,Chris Pine
1868,Dane Cook
1869,Alan Rickman
1870,Wesley Snipes
1871,Brad Dourif
1872,Will Smith
1873,Daniel Craig
1874,Jah Shams
1875,Mark Wahlberg
1876,Kim In-ae
1877,Mickey Rooney
1878,Lorena Queiroz
1879,Kristen Stewart
1880,Juliana Harkavy
1881,nan
1882,Justin Chatwin
1883,Anthony Mackie
1884,Yoko Honna
1885,Bensu Soral
1886,Reese Witherspoon
1887,Reese Witherspoon
1888,Eddie Murphy
1889,Marlon Brando
1890,Robert Redford
1891,Richard Harris
1892,Matthew Modine
1893,Tom Hulce
1894,Michael Madsen
1895,Tom Cruise
1896,Julia Roberts
1897,Michael J. Fox
1898,Yiddá Eslava
1899,Jake Gyllenhaal
1900,Jake Gyllenhaal
1901,Jaime Correa
1902,Lana Condor
1903,Jemma Dallender
1904,Lana Condor
1905,Natalie Portman
1906,Yahya Abdul-Mateen II
1907,Johnny Berchtold
1908,Thomas Jane
1909,Kenneth Branagh
1910,Rob Schneider
1911,Chris Sanders
1912,Jack Nicholson
1913,Peyton Elizabeth Lee
1914,Naomi Watts
1915,Naomi Watts
1916,Naomi Watts
1917,Kevin Dorman
1918,Jason Momoa
1919,Jason Momoa
1920,Diego Peretti
1921,Masako Nozawa
1922,Steve Guttenberg
1923,Talitha Luke-Eardley
1924,Keanu Reeves
1925,Andrea Riseborough
1926,Andrea Riseborough
1927,Keanu Reeves
1928,Bruce Greenwood
1929,Eiji Akaso
1930,Zhang Zhe
1931,Alexander Skarsgård
1932,Anthony Perkins
1933,Josh Gad
1934,Angelina Jolie
1935,Ethan Hawke
1936,Takumi Saitoh
1937,Diana Kaarina
1938,Nicolas Cage
1939,Mayu Hotta
1940,Jessica Chastain
1941,Ananda Everingham
1942,Robert Englund
1943,Helen Hunt
1944,Anna Faris
1945,Amy Adams
1946,Tobin Bell
1947,Camila Sodi
1948,Matt Reeves
1949,Kelly Sheridan
1950,Tobin Bell
1951,Liam Neeson
1952,Roseanne Barr
1953,Bette Midler
1954,Eric Bauza
1955,Tom Hanks
1956,Reba McEntire
1957,Han Ga-hee
1958,Jun Ji-hyun
1959,Kevin Hart
1960,Kodi Smit-McPhee
1961,Zac Efron
1962,Edwige Fenech
1963,Michael Cera
1964,O'Shea Jackson Jr.
1965,Nicola Mouawad
1966,Tom Cruise
1967,Kate Beckinsale
1968,Taishi Murata
1969,Kento Nakajima
1970,Liam Neeson
1971,Liam Neeson
1972,Christian Bale
1973,Robert De Niro
1974,Yui Ishikawa
1975,Stefanie Scott
1976,Josh Brolin
1977,Kodi Smit-McPhee
1978,Will Smith
1979,Uma Thurman
1980,Lin Yun
1981,Jun Izumi
1982,Joel Courtney
1983,Max Hubacher
1984,Charlton Heston
1985,Charlton Heston
1986,Jillian Bell
1987,Mel Gibson
1988,Ekkehardt Belle
1989,Ryan Reynolds
1990,Gerard Butler
1991,Todd Grinnell
1992,Shantel VanSanten
1993,Ryan Reynolds
1994,Tse Miu
1995,Noah Hathaway
1996,Kazuma Kawamura
1997,Rooney Mara
1998,Ioan Gruffudd
1999,Jack Nicholson
2000,Kelly Sheridan
2001,Robert Kerman
2002,Evan Daves
2003,Aaron Taylor-Johnson
2004,Keanu Reeves
2005,Yvonne Yung Hung
2006,Kelly Sheridan
2007,Glenn Close
2008,Taylor Lautner
2009,Sandra Bullock
2010,Song Joong-ki
2011,Elijah Wood
2012,Maxwell Simba
2013,Julia Wieniawa-Narkiewicz
2014,Akane Yazaki
2015,Denis Ménochet
2016,Nick Cheung
2017,Adam Baldwin
2018,Russell Crowe
2019,Russell Crowe
2020,nan
2021,Do Mo-Se
2022,Jordana Brewster
2023,Robin Williams
2024,Matt Passmore
2025,James Franco
2026,Ivana Baquero
2027,Jalyn Hall
2028,Tom Hanks
2029,Marlon Wayans
2030,Yoon Sul-hee
2031,Orlando Bloom
2032,Josh Hartnett
2033,Blu Hunt
2034,Jonah Hill
2035,Jason Sudeikis
2036,Madeline Carroll
2037,Kim Min-hee
2038,Emma Thompson
2039,Kane Hodder
2040,Ralph Fiennes
2041,Jean-Claude Van Damme
2042,Ethan Hawke
2043,Alexys Gabrielle
2044,Ran Masaki
2045,Charlie Hunnam
2046,Dylan O'Brien
2047,Jean Reno
2048,Angeli Khang
2049,Donald Pleasence
2050,Donald Pleasence
2051,Donald Pleasence
2052,Angela Cole
2053,이미선
2054,Wagner Moura
2055,Barry Bostwick
2056,Malcolm McDowell
2057,Ana de Armas
2058,Danny Trejo
2059,Jason Statham
2060,Lily Collins
2061,Ja Rule
2062,Nikki DeLoach
2063,Luke Goss
2064,Choi Min-sik
2065,Kyra Elise Gardner
2066,Jesse Eisenberg
2067,Dana Drori
2068,Kelly Sheridan
2069,Eric Bana
2070,Burak Deniz
2071,Halle Berry
2072,Martin Balsam
2073,Ryan Reynolds
2074,Felissa Rose
2075,Hunter King
2076,Arwen Gold
2077,Toru Furuya
2078,Eric Balfour
2079,T.J. Miller
2080,Ashley Tisdale
2081,Sam Heughan
2082,Miles Teller
2083,Michael Fassbender
2084,Richard T. Jones
2085,Antonio Banderas
2086,Joey King
2087,Jennifer Lopez
2088,Santiago Segura
2089,Ella Balinska
2090,Han Se-Ah
2091,Sean Hayes
2092,Natalie Portman
2093,Jake Gyllenhaal
2094,Etienne Kellici
2095,Kelly Sheridan
2096,Miki Takakura
2097,Jamie Lee Curtis
2098,Jamie Lee Curtis
2099,Jamie Lee Curtis
2100,Selim Boughedir
2101,Aamir Khan
2102,Emile Hirsch
2103,Jackson A. Dunn
2104,Adal Ramones
2105,David Masajnik
2106,Warwick Davis
2107,Jeff Bridges
2108,Kevin Conroy
2109,Jensen Ackles
2110,Yul Brynner
2111,Kelly Sheridan
2112,Jang Ki-yong
2113,Alexandre Rodrigues
2114,Jennifer Lopez
2115,Daisy Edgar-Jones
2116,Clive Owen
2117,Miyu Irino
2118,Ben Ko Chu
2119,Robert De Niro
2120,Najaa Bensaid
2121,Jackie Chan
2122,Colin Farrell
2123,Colin Farrell
2124,Jason Statham
2125,Bruce Willis
2126,Miyuki Sawashiro
2127,Gianni Garko
2128,Vin Diesel
2129,Laetitia Dosch
2130,Elena Kampouris
2131,Michael Keaton
2132,Josh Brolin
2133,Chris Pratt
2134,Jennifer Garner
2135,Christian Berkel
2136,Lindsey Morgan
2137,Junko Takeuchi
2138,Johan Widerberg
2139,Lucy Liu
2140,Jeff Daniel Phillips
2141,Sompob Benjathikul
2142,Rei Akasaka
2143,Will Smith
2144,Riku Hagiwara
2145,Alden Ehrenreich
2146,Chelsea Greenwood
2147,Ice Cube
2148,Felicity Jones
2149,Tye Sheridan
2150,Mathias Melloul
2151,Amanda Seyfried
2152,Kim Da-mi
2153,Alexa PenaVega
2154,Dae Ho
2155,Matt Damon
2156,Kim Nam-joon
2157,Mae Whitman
2158,Chris Massoglia
2159,Briana Buckmaster
2160,Kelly Sheridan
2161,Kristoffer Joner
2162,Noomi Rapace
2163,Bruce Willis
2164,Ashley Bell
2165,Saralisa Volm
2166,Bárbara Lennie
2167,Kelly Sheridan
2168,Chloe Bennet
2169,Astrid S
2170,Keanu Reeves
2171,Tiffany Grey
2172,Max Records
2173,Viggo Mortensen
2174,Vanessa Hudgens
2175,Koji Yakusho
2176,Toru Furuya
2177,Anamaria Marinca
2178,Bruce Willis
2179,Stana Katic
2180,Stephen Chow
2181,Olivia Cooke
2182,Mateusz Więcławek
2183,Agostina Belli
2184,Sadie Katz
2185,Joey King
2186,Han Seo-ah
2187,Natalie Portman
2188,Millie Bobby Brown
2189,Lewis Capaldi
2190,Tyrese Gibson
2191,Nicolas Cage
2192,Cameron Diaz
2193,Aras Bulut İynemli
2194,Luke Goss
2195,George MacKay
2196,Billy Zane
2197,James Franco
2198,Anton Pampushnyy
2199,Michael J. Fox
2200,Hank Azaria
2201,Jennifer Connelly
2202,Robert Downey Jr.
2203,Masako Nozawa
2204,Jason Lee
2205,Tom Cruise
2206,Hong Beom-gi
2207,Julia Stiles
2208,Hayden Christensen
2209,Lee Sul-ah-I
2210,Daisy Ridley
2211,Manaka Iwami
2212,Ryan Gosling
2213,Kevin Costner
2214,Masako Nozawa
2215,Macaulay Culkin
2216,Gary Oldman
2217,Kate Beckinsale
2218,Jenna Jameson
2219,Jim Carrey
2220,Rinal Mukhametov
2221,Maggie Q
2222,Tom Hanks
2223,Channing Tatum
2224,Kim Nam-gil
2225,James Badge Dale
2226,Leighton Meester
2227,Joaquín Cosío
2228,Mark Wahlberg
2229,Sandra Bullock
2230,Anita Sanders
2231,Yuki Hattori
2232,Ryan Reynolds
2233,Elsie Fisher
2234,Jonny Weston
2235,Jules Willcox
2236,Jack Black
2237,Greg Cipes
2238,Will Arnett
2239,Saoirse Ronan
2240,Liam Neeson
2241,Asher Bishop
2242,Karen Gillan
2243,Tobin Bell
2244,Kang Ha-neul
2245,Simon Phillips
2246,Simon Pegg
2247,Jake Green
2248,Nicolás Francella
2249,Min Jung
2250,Wasabi Mizuta
2251,Max Charles
2252,Alex Vincent
2253,Cailee Spaeny
2254,Tasuku Hatanaka
2255,Matt Ryan
2256,Sebastian Dante
2257,Brian Bedford
2258,Brian Bedford
2259,Sean Astin
2260,Alicia Silverstone
2261,Sylvester Stallone
2262,Christian Clavier
2263,Stephen Lang
2264,Lawrence Bayne
2265,Carlos Andres Castañeda
2266,K.J. Apa
2267,Junko Mabuki
2268,Pablo Derqui
2269,Kelly Sheridan
2270,Robert Downey Jr.
2271,Ed Skrein
2272,Joaquin Phoenix
2273,Richard Thomas
2274,Timothy Olyphant
2275,Mark Wahlberg
2276,Kang Ha-neul
2277,Katie Featherston
2278,Liam Neeson
2279,Michael McMillian
2280,Justin Whalin
2281,Ryota Katayose
2282,Hailee Steinfeld
2283,Owen Wilson
2284,Domhnall Gleeson
2285,Rowan Blanchard
2286,Chizuru Ikewaki
2287,Ines Høysæter Asserson
2288,Tom Cruise
2289,Tom Cruise
2290,Lucy Hale
2291,Chingmy Yau
2292,Rhona Mitra
2293,Sean Faris
2294,Penélope Cruz
2295,Alessandro Nivola
2296,Cathy Ang
2297,Jahi Di'Allo Winston
2298,Kenichi Matsuyama
2299,Anna Ammirati
2300,Naomi Watts
2301,Diego Klattenhoff
2302,Tobin Bell
2303,Leonardo DiCaprio
2304,Sae Bom
2305,Frank Welker
2306,Stephen Chow
2307,Saoirse Ronan
2308,Natasha Loring
2309,Ewan McGregor
2310,Mark Hamill
2311,Ethan Hawke
2312,Antonio Banderas
2313,Tom Cruise
2314,José Cibrián
2315,Ralph Fiennes
2316,Caroline Ducey
2317,Ai Uehara
2318,Sarah Jessica Parker
2319,Margherita Buy
2320,Keiko Yokozawa
2321,Thomasin McKenzie
2322,Sehun
2323,Arnold Schwarzenegger
2324,Arnold Schwarzenegger
2325,Vebjørn Enger
2326,Kurt Russell
2327,Chris Hemsworth
2328,Junko Iwao
2329,Will Smith
2330,H. Jon Benjamin
2331,Cha Seung-won
2332,Carey Mulligan
2333,Adam Sandler
2334,Tobin Bell
2335,Lim Soo-jung
2336,Yuliya Mayarchuk
2337,Robin Williams
2338,Matt Damon
2339,Chyler Leigh
2340,Jensen Ackles
2341,Dwayne Johnson
2342,Kiersey Clemons
2343,Óscar Barberán
2344,Michael J. Fox
2345,Arnold Schwarzenegger
2346,Radha Mitchell
2347,Cristina Rodlo
2348,Christina Ricci
2349,Iván Massagué
2350,Jennifer Lawrence
2351,Daniel Craig
2352,Betsy Palmer
2353,Betsy Palmer
2354,Jim Carrey
2355,Mila Kunis
2356,Keiji Fujiwara
2357,Yoo Jung
2358,Ewan McGregor
2359,Kaya Scodelario
2360,Chrissy Metz
2361,Siobhan Finneran
2362,Anton Yelchin
2363,Min Do-yoon
2364,Anne Hathaway
2365,Laura Antonelli
2366,Denzel Washington
2367,Robert Pattinson
2368,Jason Statham
2369,Anya Taylor-Joy
2370,Camila Mendes
2371,Bruce Willis
2372,Peter Cullen
2373,John Saxon
2374,John Saxon
2375,Pamela Anderson
2376,Pablo Gama Iturrarán
2377,Srđan Todorović
2378,Yeon Joo
2379,Neslihan Atagül
2380,Jason Bateman
2381,Natalee Linez
2382,Jamie Bell
2383,Jennifer Lopez
2384,Jason Isaacs
2385,Jason Isaacs
2386,Adam Sandler
2387,Mayumi Tanaka
2388,Jin Ki-joo
2389,Cheng Yuen-Man
2390,Matt Ryan
2391,Tom Hanks
2392,Debora Caprioglio
2393,Matthew Broderick
2394,Matthew Broderick
2395,Zac Efron
2396,Johnny Depp
2397,Marilyn Burns
2398,Guy Pearce
2399,Hank Azaria
2400,Chris Pine
2401,Anya Cooke
2402,Sara Takatsuki
2403,Rib Hillis
2404,Iko Uwais
2405,George Lopez
2406,Ayane Sakura
2407,Robb Hudspeth
2408,Hayden Christensen
2409,Pete Davidson
2410,Ben Stiller
2411,Henry Thomas
2412,Mickey Rourke
2413,Keiji Fujiwara
2414,Prabhas
2415,Will Ferrell
2416,Brad Pitt
2417,Robert Carlyle
2418,Jason Clarke
2419,Chris Pine
2420,Anthony Wong
2421,Bruce Willis
2422,Jonathan Patrick Foo
2423,Ruby Rose
2424,Jay Pickett
2425,Woody Allen
